//----- A set of 8689 addresses in Essonne from the national "Cadastre" registery  -----------------
//- Concerns only places with one the following postal code :
// 91410 Dourdan + ....
// 91870 Boissy-le-Sec
// 91530 Sermaise

//	Tuples structure :  <Longitude, Latitude, Localisation, PostalCode, Town, Country>

addressBase = {
	<2.0880389,48.4786571,	"6 Rue de la Forêt", 91870, "Boissy-le-Sec", "France">,
	<2.0877218,48.4788286,	"6B Rue de la Forêt", 91870, "Boissy-le-Sec", "France">,
	<2.0878772,48.4787632,	"6A Rue de la Forêt", 91870, "Boissy-le-Sec", "France">,
	<2.088426,48.4785428,	"2bis Rue de la Forêt", 91870, "Boissy-le-Sec", "France">,
	<2.0882454,48.4785445,	"2 Rue de la Forêt", 91870, "Boissy-le-Sec", "France">,
	<2.0884913,48.4784516,	"35 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0889717,48.4788235,	"43 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0891001,48.4789225,	"45 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0891704,48.4792458,	"51 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0885630500000003,48.47928441923076,	"51bis Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0892095,48.4790646,	"47 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0890739,48.4795477,	"55 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0889181,48.4802543,	"65 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0888564,48.4806935,	"71 Grande Rue", 91870, "Boissy-le-Sec", "France">,
	<2.0890298,48.4802255,	"42 Grande Rue", 91870, "Boissy-le-Sec", "France">,
